序 号,出货条码,品名,规格,单位,:销售数量,售价,:销售金额,:毛利,:毛利率％,:成本金额,商品库存,最新货商
4771,6920708400442,动心一族甜心梅80克,80克,包,20,2.5,50,8,16,42,16,1007
4772,6920708400626,动心一族地瓜干130克,130,包,108,3.9,319.8,28.5,8.91,291.3,74,1007
4773,6920708400633,动心一族红心薯片130克,130克,袋,76,3.9,227,21.9,9.65,205.1,104,1007
4774,6920708400725,动心一族九制陈皮85克,100克,包,82,3.5,157.4,9.8,6.23,147.6,18,1007
4775,6920708400787,动心一族选庄提子105克,1*100,包,31,3.8,117.8,18.6,15.79,99.2,20,1007
4776,6920708400831,动心一族梅肉85克,1*100,包,6,3.8,22.8,4.2,18.42,18.6,15,1007
4777,6920708400893,动心一族冰花杨梅 105克,120克,包,13,3.8,49.4,7.8,15.79,41.6,24,1007
4778,6920708401029,动心一族葡萄干40克,100,包,11,1.5,16.5,2.75,16.67,13.75,28,1007
4779,6920708401111,动心一族椒盐葡萄105克,1*100,包,4,3.8,15.2,3.6,23.68,11.6,26,1007
4780,6920708401319,动心一族九制话梅105克,105,包,24,3.8,91.2,14.4,15.79,76.8,19,1007
4781,6920708401395,动心一族e食代核桃仁150g,150g,袋,9,16.5,148.5,28.5,19.19,120,9,1007
4782,6920708401401,动心一族开心果150克,150克,包,8,18.9,151.2,26.4,17.46,124.8,12,1007
4783,6920708401418,动心一族腰果128克,,包,8,16.5,132,20,15.15,112,13,1007
4784,6920708401432,动心一族开心果80克,1*100包,包,5,9.8,49,9,18.37,40,12,1007
4785,6920708401494,动心一族活力山楂165克,1*30包,袋,14,4.7,65.8,10.7,16.26,55.1,9,1007
4786,6920708401548,动心一族夹心山楂165克,,袋,3,4.7,14.1,3,21.28,11.1,18,1007
4787,6920708401555,动心一族迷尔山楂160克,1*48,袋,37,4.7,173.9,26.2,15.07,147.7,19,1007
4788,6920708401708,动心一族甜话梅30克,200,包,15,1.5,22.5,3.75,16.67,18.75,37,1007
4789,6920708402354,动心一族化蜜桃105g,105g,袋,7,3.8,26.6,6.3,23.68,20.3,8,1007
4790,6920708402361,动心一族盐津桃肉105g,105g,袋,32,3.8,121.6,19.2,15.79,102.4,15,1007
4791,6920708402408,动心一族盐津李子105g,105g,袋,8,3.8,30.4,4.8,15.79,25.6,2,1007
4792,6920708412407,动心一族e食代情人梅103克,1*100,包,82,3.5,246.2,26.5,10.76,219.7,31,1007
4793,6920708412414,动心一族e食代雪花应子103克,100,包,104,3.5,316,40.9,12.94,275.1,86,1007
4794,6920708412421,动心一族e食代正宗话梅70克,1*100,包,96,3.5,293.4,30.6,10.43,262.8,69,1007
4795,6920708412438,动心一族e食代乌梅80克,1*100,包,29,3.5,101.5,23.2,22.86,78.3,16,1007
4796,6920708412445,动心一族e食代香草榄103克,1*100包,包,89,3.5,268.9,25.4,9.45,243.5,87,1007
4797,6920708412452,动心一族e食代九制话梅103克,103,包,18,3.5,63,12.55,19.92,50.45,11,1007
4798,6920708412476,动心一族e食代选装提子103克,100,包,110,3.5,335.8,42.1,12.54,293.7,63,1007
4799,6920708412490,动心一族e食代薄荷梅103克,1*100包,包,1,3.5,3.5,0.85,24.29,2.65,18,1007
4800,6920708413930,动心一族酱香芒果80g,80g,袋,5,3.5,17.5,3.75,21.43,13.75,29,1007
4801,6920708421317,动心一族香草榄105克,105,包,14,3.8,53.2,8.4,15.79,44.8,10,1007
4802,6920708421331,动心一族雪化应子105克,1*100,包,6,3.8,22.8,6.6,28.95,16.2,17,1007
4803,6920708421348,动心一族相思梅85克,100克,包,4,3.8,15.2,3.6,23.68,11.6,12,1007
4804,6920708421362,动心一族情人梅105克,100,包,14,3.8,53.2,8.4,15.79,44.8,31,1007
4805,6920708421638,动心一族加应子78克,*80包,包,6,3.5,21,6.3,30,14.7,10,1007
4806,6920731761008,康师傅3+2松派（奶油）118克,118克*24包,包,6,4.5,27,5.2,19.26,21.8,14,1032
4807,6920731761602,康师傅3+2松派夹心巧克力牛奶118克,*24,袋,4,4.5,18,5.2,28.89,12.8,25,1032
4808,6920731761701,康师傅3+2酥松夹心饼干(牛奶特浓味)118g,118g*24,袋,5,4.5,22.5,4.55,20.22,17.95,8,1032
4809,6920731761800,康师傅3+2松派（花生）118克,*24,包,11,4.5,49.5,13,26.26,36.5,20,1032
4810,6920731763156,康师傅3+2酥松夹心饼干(草莓牛奶味)118g,118g*24,袋,1,4.5,4.5,1.3,28.89,3.2,23,1032
4811,6920761200133,加加老抽800毫升,1*12,瓶,13,6,78,13,16.67,65,12,1100
4812,6920761200225,加加老抽500毫升,500ml,瓶,4,7,28,4,14.29,24,10,1100
4813,6920761200232,加加金标生抽王500ml,500ml,瓶,28,5.8,162.4,25.2,15.52,137.2,27,1100
4814,6920761200249,加加味极鲜酱油500ml,500ml,瓶,10,6.5,65,10,15.38,55,18,1100
4815,6920761200386,加加味精125克99%,125克,瓶,7,6.5,45.5,7,15.38,38.5,5,1100
4816,6920761200423,加加金标生抽王1.25L,1.25L*6罐,罐,5,13,65,10,15.38,55,8,1100
4817,6920761200522,加加美味鲜酱油800ml,*12罐,罐,48,5.5,264,43.2,16.36,220.8,2,1100
4818,6920761200539,加加美味鲜生抽1900毫升,1*6,罐,8,14,112,16.8,15,95.2,7,1100
4819,6920761200577,加加味极鲜酱油245ml,245毫升,瓶,13,4.5,58.5,9.1,15.56,49.4,22,1100
4820,6920761200669,加加鸡精100克,100*80,包,33,3.5,115.5,19.8,17.14,95.7,13,1100
4821,6920761200690,加加特级金标生抽500ML,*12瓶,瓶,12,7.2,86.4,14.4,16.67,72,12,1100
4822,6920761200706,加加面条鲜酱油500ML,500ML*12瓶,瓶,9,7.2,64.8,10.8,16.67,54,20,1100
4823,6920761200768,加加金标生抽王800ML,800ML*12罐,罐,22,7.8,171.6,26.4,15.38,145.2,10,1100
4824,6920761200904,加加罐装鸡精120克,1*40,罐,4,7.5,30,5,16.67,25,17,1100
4825,6920761200911,加加罐装鸡精210克,1*20,罐,3,13.8,41.4,6.9,16.67,34.5,11,1100
4826,6920761202106,加加鸡精40克,40克*125包,包,112,1.5,168,56,33.33,112,2,1100
4827,6920761202250,加加味极鲜酱油800ml,800ml,瓶,14,8.3,116.2,18.2,15.66,98,20,1100
4828,6920761202311,加加珍鲜生抽800ML,800ML*12瓶,瓶,16,6,96,16,16.67,80,17,1100
4829,6920761215687,加加红烧酱油500ml,500ml,瓶,18,4.8,86.4,14.4,16.67,72,22,1100
4830,6920761221107,加加味精99%400克(粗针),1*25,包,9,8.6,77.4,12.6,16.28,64.8,27,1100
4831,6920761221985,加加美味鲜生抽500毫升,1*12,瓶,13,4.8,62.4,10.4,16.67,52,14,1100
4832,6920766211110,旺旺仙贝52克,*20包,包,102,3.8,387.6,53.04,13.68,334.56,116,1053
4833,6920766212094,旺旺雪饼84克,*20包,包,155,4.5,697.5,201.5,28.89,496,168,1053
4834,6920766715953,永芳超级乌梅皇100克,100克*100包,包,8,2.5,20,3.44,17.2,16.56,26,1012
4835,6920766715960,永芳超级嘉应子100克,100克*100包,包,16,2.5,40,6.88,17.2,33.12,24,1012
4836,6920766715977,永芳超级酱福梅100克,100克*100包,包,16,2.5,40,6.88,17.2,33.12,13,1012
4837,6920766715984,永芳超级陈皮梅100克,100克*100包,包,10,2.5,25,4.3,17.2,20.7,21,1012
4838,6920780010010,银江金标生抽王800ml,800ml,瓶,169,3.9,556.1,99.8,17.95,456.3,32,1009
4839,6920780100056,银江极品金标生抽王800ML,1*12,瓶,5,4.5,22.5,3.75,16.67,18.75,70,1009
4840,6920785490015,长风爽口菜136克,1*40,袋,3,2,6,1.2,20,4.8,17,1020
4841,6920785490022,长风下饭菜136克,1*40,袋,19,2,38,7.6,20,30.4,1,1020
4842,6920785490039,长风香菇榨菜136克,1*40,袋,14,2,28,5.6,20,22.4,9,1020
4843,6920785490046,长风麻辣三丝136克,1*40,袋,4,2,8,1.6,20,6.4,11,1020
4844,6920785490077,长风香辣盐菜136克,1*40,袋,19,2,38,7.6,20,30.4,10,1020
4845,6920785490107,长风黄花什锦菜136克,1*40,袋,9,2,18,3.6,20,14.4,9,1020
4846,6920785490114,长风开味菜136克,1*40,袋,7,2,14,2.8,20,11.2,11,1020
4847,6920785490121,长风红油豆豇豆136克,1*40,袋,24,2,48,9.6,20,38.4,1,1020
4848,6920793820118,巨能儿童助长钙面225克,*20袋,袋,21,3.6,75.6,12.6,16.67,63,17,1032
4849,6920793820217,巨能钙营养面225克,225克,袋,16,3,48,8,16.67,40,24,1032
4850,6920793820316,巨能龙须钙面225克,*20袋,袋,16,3,48,8,16.67,40,14,1032
4851,6920793820484,巨能香菇鸡蛋面255克,255克,袋,11,3.9,42.9,6.6,15.38,36.3,31,1032
4852,6920793820491,巨能海鲜面255克,*20袋,袋,3,3.9,11.7,1.8,15.38,9.9,11,1032
4853,6920793820507,巨能葱香排骨面255克,*20袋,袋,15,3.9,58.5,9,15.38,49.5,17,1032
4854,6920793820835,巨能清凉爽滑面600克,600克,袋,18,6.9,124.2,19.8,15.94,104.4,11,1032
4855,6920793820842,巨能家常拉面600克,*18袋,袋,17,6.9,117.3,18.7,15.94,98.6,18,1032
4856,6920793820859,巨能家常龙须面600克,*18袋,袋,12,6.9,82.8,13.2,15.94,69.6,10,1032
4857,6920793820941,巨能筋道拌面454克,*15袋,袋,7,5.2,36.4,6.3,17.31,30.1,21,1032
4858,6920793820965,巨能爽滑鸡蛋面454克,454克,袋,14,5.2,72.8,12.6,17.31,60.2,9,1032
4859,6920803384364,杨锝椰子角108克,108克*50包,包,4,6.9,27.6,4.68,16.96,22.92,16,1012
4860,6920803384388,杨锝椰子片100克,100克*50包,包,8,6.9,55.2,9.36,16.96,45.84,9,1012
4861,6920807200943,蓝宝纯生啤酒350毫升,1*24,听,6,3.2,19.2,9.6,50,9.6,32,1118
4862,6920807200950,蓝宝纯生啤酒500毫升,1*24,听,165,3.7,446.5,17.5,3.92,429,59,1118
4863,6920871404476,顺胜多用提篮1919,,个,3,5.2,15.6,4.2,26.92,11.4,0,2059
4864,6920874601049,兴盛牙刷942A,942A,支,2,1.3,2.6,0.6,23.08,2,69,2004
4865,6920874603432,兴盛226圆尖细毛牙刷,1支,支,15,3.5,52.5,13.5,25.71,39,50,2004
4866,6920874603722,兴盛225特爽细毛牙刷,1支,支,17,3.5,59.5,15.3,25.71,44.2,52,2004
4867,6920874604026,兴盛316水晶柔丝牙刷,1支,支,34,3,102,27.2,26.67,74.8,40,2004
4868,6920874604095,兴盛308柔丝呵护儿童牙刷,1支,支,16,3.9,62.4,16,25.64,46.4,23,2004
4869,6920874604460,兴盛5009A超细毛孔牙刷,1*30,支,20,5.2,104,26,25,78,5,2004
4870,6920874604545,兴盛洁情防滑牙刷421,1*30/盒,支,3,3,9,2.4,26.67,6.6,30,2004
4871,6920874604705,兴盛牙刷644,,支,18,3,54,14.4,26.67,39.6,44,2004
4872,6920874604750,兴盛节节高牙刷5004,5004,支,16,2.7,43.2,17.8,41.2,25.4,310,2004
4873,6920874604811,兴盛425A双效牙刷,,支,34,3.5,119,78.2,65.71,40.8,55,2004
4874,6920874604903,兴盛6001A儿童牙刷,1*24,支,16,4.2,67.2,17.6,26.19,49.6,15,2004
4875,6920874604934,兴盛牙刷625,625*30,支,33,2.8,92.4,23.1,25,69.3,24,2004
4876,6920874605290,兴盛329B尖细毛牙刷,1支,支,1,2.7,2.7,1.8,66.66,0.9,21,2004
4877,6920874605368,兴盛422柔彩防滑牙刷,1*300,支,22,3,66,17.6,26.67,48.4,16,2004
4878,6920874605450,兴盛牙刷808A,808A*24,支,11,4.9,53.9,13.2,24.49,40.7,23,2004
4879,6920874606013,兴盛牙刷825A,825A*24,支,11,5.2,57.2,13.2,23.08,44,31,2004
4880,6920874606259,兴盛牙刷428B,428B,支,32,2.8,89.6,60.8,67.86,28.8,13,2004
4881,6920898800107,果王琥珀核桃仁150克,*40包,包,9,19.5,175.5,27,15.38,148.5,12,1007
4882,6920898800572,果王开心果90克,*65包,包,5,11.5,57.5,8.5,14.78,49,10,1007
4883,6920898803016,果王新疆葡萄干150克,*45包,包,5,6.8,34,5.5,16.18,28.5,27,1007
4884,6920898803153,果五九制榄150克,*50包,包,4,4.4,17.6,3.6,20.45,14,9,1007
4885,6920898804457,果王金丝蜜枣180克,*55包,包,2,5.4,10.8,1.8,16.67,9,11,1007
4886,6920898804464,果王金丝蜜枣118克,*75包,包,13,3.5,45.5,7.8,17.14,37.7,10,1007
4887,6920898804679,果王茶香南瓜子145克,*70包,包,1,7.5,7.5,1.3,17.33,6.2,7,1007
4888,6920902960094,精益珍芝麻沙琪玛200克,200克*20包,包,1,6,6,1,16.67,5,22,1007
4889,6920902967017,精益珍鸡蛋沙琪玛368g,368克*12袋,袋,138,9.9,1100.2,51.4,4.67,1048.8,66,1007
4890,6920902967024,精益珍芝麻沙琪玛368g,368克*12袋,袋,122,9.9,975.8,48.6,4.98,927.2,64,1007
4891,6920902967031,精益珍沙琪玛518克(蛋酥),518克*12袋,袋,76,15.5,918.8,44.8,4.88,874,31,1007
4892,6920902967048,精益珍芝麻沙琪玛518克,*12袋,包,76,15.5,908,34,3.74,874,29,1007
4893,6920902967093,精益珍鸡蛋沙琪玛608g,608g*12包,包,16,16.5,206.4,6.4,3.1,200,45,1007
4894,6920902967680,精益珍芝麻沙琪玛608g,608g*12包,包,20,16.5,272.4,22.4,8.22,250,41,1007
4895,6920902968014,精益沙琪玛80克,80克,包,2,2.6,5.2,1.7,32.69,3.5,16,1007
4896,6920902968021,精益沙琪玛80克,80克,包,9,2.6,23.4,5.9,25.21,17.5,20,1007
4897,6920902968076,精益珍黑糖沙琪玛300g,300g,包,2,9,18,3,16.67,15,7,1007
4898,6920902968083,精益珍黑糖沙琪玛200g,200g,袋,1,6.5,6.5,1.1,16.92,5.4,3,1007
4899,6920907508834,好丽友好有趣韩国泡菜薯片45克,45克*32包,包,16,3.5,52.5,10.5,20,42,159,1007
4900,6920907800210,好丽友蛋黄派138克,138克,盒,7,10.5,73.5,9.1,12.38,64.4,10,1007
4901,6920907800616,好丽友蛋黄派46克,*48盒,盒,9,3.5,31.5,4.2,13.33,27.3,14,1007
4902,6920907800913,好丽友巧克力派68克,68克*48盒,盒,18,3.2,57.6,16.2,28.12,41.4,21,1007
4903,6920907800944,好丽友巧克力派204克,204克*16盒,盒,62,9.2,527,43.4,8.24,483.6,102,1007
4904,6920907800968,好丽友巧克力派408克,408克*8盒,盒,11,17.5,192.5,19.8,10.29,172.7,14,1007
4905,6920907801323,好丽友提拉米苏138克,138克,盒,3,10.5,31.5,3.9,12.38,27.6,13,1007
4906,6920907801521,好丽友酸奶蛋黄派138g,138g*12,盒,4,10.5,42,9.8,23.33,32.2,2,1007
4907,6920907803020,好丽友Q蒂168克,168克,盒,3,10.9,32.7,6.9,21.1,25.8,10,1007
4908,6920907803068,好丽友Q蒂56克,*48盒,盒,4,3.8,15.2,2,13.16,13.2,42,1007
4909,6920907803129,好丽友Q蒂榛子巧克力蛋糕168克,*16盒,盒,7,10.9,76.3,9.8,12.84,66.5,8,1007
4910,6920907805086,好丽友木糖醇热带水果味110克,110克*24瓶,瓶,37,15.9,588.3,96.2,16.35,492.1,10,1007
4911,6920907805116,好丽友木糖醇(苹果薄荷味)31克,31克*15,瓶,49,5,245,34.3,14,210.7,19,1007
4912,6920907805161,好丽友木糖醇混合装110克,110克*24瓶,瓶,39,15.9,620.1,101.4,16.35,518.7,3,1007
4913,6920907805314,好丽友木糖醇柠檬薄荷味31克,1*15,瓶,44,5,220,30.8,14,189.2,14,1007
4914,6920907805369,好丽友木糖醇(香甜蜜桃味)61克,*24瓶,瓶,13,9.5,123.5,18.85,15.26,104.65,38,1007
4915,6920907805567,好丽友木糖醇清爽薄荷味61克,1*24,瓶,16,9.5,152,30.9,20.33,121.1,6,1007
4916,6920907805666,好丽友木糖醇清香芒果味61克,*6瓶,瓶,13,9.5,123.5,18.85,15.26,104.65,17,1007
4917,6920907805840,好丽友木糖醇清馨玫瑰味56克,56克*24瓶,瓶,19,9.8,186.2,33.25,17.86,152.95,23,1007
4918,6920907805871,好丽友木糖醇淡雅茉莉味56克,56克*24瓶,瓶,11,9.8,107.8,19.25,17.86,88.55,17,1007
4919,6920907806861,好丽友木糖醇苹果薄荷味61克,1*24,瓶,17,9.5,161.5,24.65,15.26,136.85,20,1007
4920,6920907806960,好丽友木糖醇柠檬薄荷味61克,1*24,瓶,30,9.5,285,43.5,15.26,241.5,16,1007
4921,6920907808018,好丽友巧克力蘑古力48g,48g*32,盒,284,4.2,1022.4,48.4,4.73,974,142,1007
4922,6920907808032,好丽友好多鱼(鲜香海苔味)36克,*30盒,盒,59,4.2,247.8,41.8,16.87,206,17,1007
4923,6920907808070,好丽友红豆巧克力味蘑古力48g,48g*32,盒,95,4.2,342,10.8,3.16,331.2,63,1007
4924,6920907808117,好丽友好多鱼(浓香茄汁味)36克,*30盒,盒,144,4.2,604.8,86.4,14.29,518.4,9,1007
4925,6920907808179,好丽友好多鱼(脆香烧烤味)36克,*30盒,盒,69,4.2,289.8,41.4,14.29,248.4,24,1007
4926,6920907808513,好丽友土豆薯条番茄薯片40克,40克*32包,包,43,3.5,146.5,23.9,16.31,122.6,19,1007
4927,6920907808551,好丽友土豆里脊牛排薯片40克,40克*32包,包,40,3.5,136.5,24.5,17.95,112,28,1007
4928,6920907808599,好丽友土豆烤鸡比萨薯片40克,40克*32包,包,32,3.5,107.5,15.9,14.79,91.6,35,1007
4929,6920907808711,好丽友好有趣经典原味薯片45克,45克*32包,包,5,3.5,16,3,18.75,13,171,1007
4930,6920907808759,好丽友好有趣多汁牛排薯片45克,40克*32包,包,14,3.5,45.5,9.1,20,36.4,157,1007
4931,6920907808896,好丽友好有趣清新原味薯片45克,45克*32包,包,22,3.5,72,14.8,20.56,57.2,147,1007
4932,6920907808933,好丽友好有趣茶香烤肉薯片45克,45克*32包,包,35,3.5,118,19.4,16.44,98.6,151,1007
4933,6920907809022,好丽友好有趣茶汁番茄薯片45克,45克*32包,包,5,3.5,15,2,13.33,13,163,1007
4934,6920907809862,好丽友薯愿香烤原味薯片104克,104克*20罐,罐,20,8.2,164,22,13.41,142,27,1007
4935,6920907809886,好丽友薯愿红酒牛排薯片104克,104克*20罐,罐,19,8.2,155.8,20.9,13.41,134.9,15,1007
4936,6920907809909,好丽友薯愿香焗番茄薯片104克,104克*20罐,罐,10,8.2,82,11,13.41,71,10,1007
4937,6920912340602,盼盼家庭号薯片138克,138克,包,38,3,114,19,16.67,95,6,1015
4938,6920912341463,盼盼家庭号暮片(多口味)200克,1*20,包,30,4,120,21,17.5,99,25,1015
4939,6920912341968,盼盼麦香鸡味块150克,150克*24袋,袋,1,5.8,5.8,1.05,18.1,4.75,20,1029
4940,6920912341975,盼盼烧烤牛排150克,150克*24袋,袋,6,5.8,34.8,6.3,18.1,28.5,15,1029
4941,6920912341982,盼盼墨西哥鸡味卷150克,150克*24袋,袋,3,5.8,17.4,3.15,18.1,14.25,17,1029
4942,6920912341999,盼盼麦香鸡块105克,105克*32,袋,98,4.3,311.9,34.7,11.13,277.2,30,1029
4943,6920912342002,盼盼烧烤牛排105克,105克*32,袋,55,4.3,166,9.7,5.84,156.3,55,1029
4944,6920912342019,盼盼墨西哥鸡卷105克,105克*32,袋,78,4.3,237.9,5.7,2.4,232.2,24,1029
4945,6920912342057,盼盼麦香鸡块40克,40克,包,16,1.1,17.6,4,22.73,13.6,31,1015
4946,6920912342637,盼盼小馒头薯片/真食惠虾条82克,1*40,包,36,2.5,90,14.4,16,75.6,29,1029
4947,6920912342866,盼盼薯片120g,120g*40,袋,32,3.2,102.4,29.6,28.91,72.8,14,1029
4948,6920912345591,盼盼家庭号薯片128g,128g*40,袋,31,3.2,99.2,20.05,20.21,79.15,21,1029
4949,6920912345881,盼盼蛋黄/草莓派5枚装,10枚*24,袋,4,2.6,10.4,2,19.23,8.4,38,1029
4950,6920912345898,盼盼蛋黄/草莓派10枚,*10袋,袋,21,4.6,96.6,23.1,23.91,73.5,27,1029
4951,6920912346390,盼盼蛋黄派360克,1*12,包,9,10,90,19.95,22.17,70.05,5,1029
4952,6920912347199,盼盼福满包260克,260克*12包,包,74,15.8,407,-74,-18.18,481,-2,1029
4953,6920912348578,盼盼麦香法式奶香面包200克,1*20*10,包,66,5.9,235.5,45.42,19.29,190.08,75,1029
4954,6920912348653,盼盼香辣鸡味块105克,1*32,包,100,4.3,301,18.9,6.28,282.1,26,1029
4955,6920912348660,盼盼番茄鸡味块105克,1*32,包,99,4.3,296.7,17,5.73,279.7,26,1029
4956,6920912349216,盼盼麦香法式奶香面包100克,1*60,包,19,2.5,47.5,7.6,16,39.9,54,1029
4957,6920912349391,盼盼320克麦香法式奶香面包,1*12,包,6,9.5,57,18.6,32.63,38.4,13,1029
4958,6920912350007,盼盼北京烤鸭味薯片80克,*30包,包,32,2.2,70.4,8,11.36,62.4,142,1029
4959,6920912350014,盼盼宫爆鸡丁味薯片80克,*30包,包,26,2.2,57.2,6.5,11.36,50.7,163,1029
4960,6920912350021,盼盼黑椒牛排味薯片80克,*30包,包,29,2.2,63.8,7.25,11.36,56.55,137,1029
4961,6920912351219,盼盼蓉香包莲蓉味45克,45克*60包,包,23,1.2,27.6,8.51,30.83,19.09,48,1029
4962,6920912351226,盼盼蓉香包红豆味45克,45克*60包,包,17,1.2,20.4,5.44,26.67,14.96,38,1029
4963,6920912351240,盼盼见面礼礼包380g,380g*10,袋,5,25.8,39.5,2,5.06,37.5,1,1029
4964,6920912352346,盼盼法式小面包玉米味200克,200克*20袋,袋,13,5.9,76.7,22.6,29.47,54.1,139,1029
4965,6920912352360,盼盼法式面包玉米味440克,440克*12袋,袋,11,10.9,119.9,26.34,21.97,93.56,12,1029
4966,6920912352919,盼盼艾比利薯片真情原味48g,48g*40,包,4,3.4,13.6,5.2,38.24,8.4,19,1140
4967,6920912352926,盼盼艾比利薯片激情香辣味48g,48g*40,包,6,3.4,20.4,7.8,38.24,12.6,16,1140
4968,6920912352933,盼盼艾比利薯片风情烧烤味48g,48g*40,包,21,3.4,71.4,24.6,34.45,46.8,21,1140
4969,6920912352940,盼盼艾比利薯片田园番茄味48g,48g*40,包,10,3.4,34,13,38.24,21,20,1140
4970,6920912352957,盼盼艾比利薯片真情原味70g,70g*24,包,7,4.5,31.5,6.4,20.32,25.1,21,1140
4971,6920912352964,盼盼艾比利薯片激情香辣味70g,70g*24,包,6,4.5,27,7.2,26.67,19.8,14,1140
4972,6920912352971,盼盼艾比利薯片风情烧烤味70g,70g*24,包,7,4.5,31.5,7.4,23.49,24.1,8,1140
4973,6920912352988,盼盼艾比利薯片田园番茄味70g,70g*24,包,3,4.5,13.5,3.6,26.67,9.9,0,1140
4974,6920912353039,盼盼艾比利薯片真情原味55g,55g*30,罐,6,4.7,28.2,6.8,24.11,21.4,15,1140
4975,6920912353046,盼盼艾比利薯片田园番茄味55g,55g*30,罐,13,4.7,61.1,14,22.91,47.1,9,1140
4976,6920912353053,盼盼艾比利薯片风情烧烤味55g,55g*30,罐,2,4.7,9.4,2.4,25.53,7,0,1140
4977,6920912353060,盼盼艾比利薯片激情香辣味55g,55g*30,罐,6,4.7,28.2,7.2,25.53,21,10,1140
4978,6920912353077,盼盼艾比利薯片田园番茄味95g,95g*24,罐,10,7.5,75,12.6,16.8,62.4,11,1140
4979,6920912353084,盼盼艾比利薯片风情烧烤味95g,95g*24,罐,2,7.5,15,3.6,24,11.4,3,1140
4980,6920912353107,盼盼艾比利薯片真情原味95g,95g*24,罐,10,7.5,75,18,24,57,10,1140
4981,6920912353596,盼盼法式软面包奶香味80克,80克*32包,包,6,2.5,15,2.4,16,12.6,30,1029
4982,6920912353602,盼盼法式软面包香橙味80克,80克*32包,包,15,2.5,37.5,6,16,31.5,31,1029
4983,6920912353619,盼盼法式软面包香蕉味80克,80克*32包,包,18,2.5,45,7.2,16,37.8,20,1029
4984,6920912353657,盼盼法式软面包奶香味200克,200克*16包,包,16,6.5,104,30.4,29.23,73.6,10,1029
4985,6920912353664,盼盼法式软面包香橙味200克,200克*16包,包,17,6.5,110.5,30.6,27.69,79.9,21,1029
4986,6920912353671,盼盼法式软面包香蕉味200克,200克*16包,包,22,6.5,143,36.05,25.21,106.95,19,1029
4987,6920912355415,盼盼迷你小面包奶香味162克,162克*30包,包,32,4.9,156.8,25.6,16.33,131.2,1,1029
4988,6920912356382,盼盼丝润面包草莓味180克,180克*20包,包,3,7.9,23.7,4.35,18.35,19.35,17,1029
4989,6920912356504,盼盼麦香鸡味块56克,56克*40袋,袋,1,2.8,2.8,0.55,19.64,2.25,5,1029
4990,6920912356511,盼盼烧烤牛排56克,56克*40袋,袋,15,2.8,42,14.25,33.93,27.75,7,1029
4991,6920912356795,盼盼烧烤牛排60克,60克*40包,包,15,2.8,42,7.5,17.86,34.5,4,1029
4992,6920927117626,冰露柠檬风味机能水500ml,1*12,瓶,6,2.9,17.4,3.4,19.55,14,30,1065
4993,6920927143205,雀巢原叶绿茶（清香茉莉）480ml,480ml*24,瓶,51,2.5,127.5,34,26.67,93.5,24,1065
4994,6920927143274,原叶低糖绿茶480ML,*12瓶,瓶,38,2.5,95,25.33,26.67,69.67,-12,1065
4995,6920927181221,美汁源果粒橙450毫升,450毫升*12,瓶,290,2.9,841,147.41,17.53,693.59,46,1065
4996,6920927181719,美汁源热带果粒1.25L,1.25L*12瓶,瓶,81,6.5,526.5,67.5,12.82,459,240,1065
4997,6920927181740,美汁源10分V石榴汁420ml,1*12,瓶,4,4,16,2.67,16.67,13.33,1,1065
4998,6920927181894,美汁源果粒橙1.25升,1.25升*12,瓶,919,6.5,5936.98,718.37,12.1,5218.61,441,1065
4999,6920927182228,美汁源热带果粒450ML,450ML*12瓶,瓶,81,2.9,234.9,42.53,18.1,192.38,103,1065
5000,6920927182235,美之源爽粒葡萄450ML,450ML*12瓶,瓶,133,2.9,385.7,69.83,18.1,315.88,28,1065
5001,6920927182242,美汁源爽粒葡萄汁1.25L,1.25L*12瓶,瓶,99,6.5,643.5,82.5,12.82,561,107,1065
